Shipment_ID,Origin,Destination,Shipment_Date,Planned_Delivery_Date,Actual_Delivery_Date,Vehicle_Type,Distance_(km),Weather_Conditions,Traffic_Conditions,Delayed,Planned_Delivery_Days,Actual_Delivery_Days,Delay_Days,Shipment_Month,Shipment_Day_Of_Week,Is_Weekend,Shipment_Quarter,Distance_Category,Avg_Speed,Is_Long_Distance,Is_Bad_Weather,Is_Heavy_Traffic
5435,8,3,2023-07-01,2023-07-04,2023-07-05,1,1126,0,2,1,3,4,1,7,5,1,3,1,281.5,1,0,0
5436,7,0,2023-04-14,2023-04-17,2023-04-18,1,1086,0,2,1,3,4,1,4,4,0,2,1,271.5,0,0,0
5437,7,8,2023-04-01,2023-04-06,2023-04-09,2,1657,1,2,1,5,8,3,4,5,1,2,3,207.125,1,1,0
5438,3,2,2024-04-06,2024-04-08,2024-04-13,1,725,0,1,1,2,7,5,4,5,1,2,2,103.57142857142857,0,0,0
5439,8,5,2024-01-14,2024-01-17,2024-01-17,0,1104,0,1,0,3,3,0,1,6,1,1,1,368.0,1,0,0
5440,1,0,2023-08-29,2023-09-04,2023-09-06,0,1914,0,0,1,6,8,2,8,1,0,3,3,239.25,1,0,1
5441,9,0,2024-01-19,2024-01-25,2024-01-30,2,1823,2,1,1,6,11,5,1,4,0,1,3,165.72727272727272,1,1,0
5442,2,0,2023-11-27,2023-11-28,2023-11-30,0,232,2,2,1,1,3,2,11,0,0,4,4,77.33333333333333,0,1,0
5443,8,2,2023-04-28,2023-04-29,2023-04-29,1,397,0,1,0,1,1,0,4,4,0,2,4,397.0,0,0,0
5444,7,8,2023-02-11,2023-02-13,2023-02-13,1,603,0,1,0,2,2,0,2,5,1,1,2,301.5,0,0,0
5445,3,4,2023-07-29,2023-07-31,2023-07-31,1,685,0,1,0,2,2,0,7,5,1,3,2,342.5,0,0,0
5446,0,6,2023-09-12,2023-09-17,2023-09-17,4,1735,0,1,0,5,5,0,9,1,0,3,3,347.0,1,0,0
5447,3,0,2023-04-29,2023-05-02,2023-05-02,0,1149,0,1,0,3,3,0,4,5,1,2,1,383.0,1,0,0
5448,2,6,2023-11-21,2023-11-27,2023-11-29,3,1837,0,0,1,6,8,2,11,1,0,4,3,229.625,1,0,1
5449,0,7,2023-06-06,2023-06-10,2023-06-16,0,1392,2,1,1,4,10,6,6,1,0,2,0,139.2,1,1,0
5450,9,5,2023-06-04,2023-06-07,2023-06-11,1,1138,0,0,1,3,7,4,6,6,1,2,1,162.57142857142858,1,0,1
5451,5,8,2023-02-14,2023-02-17,2023-02-17,0,1096,0,1,0,3,3,0,2,1,0,1,1,365.3333333333333,0,0,0
5452,4,9,2023-01-07,2023-01-08,2023-01-09,1,551,0,2,1,1,2,1,1,5,1,1,4,275.5,0,0,0
5453,3,4,2023-05-12,2023-05-13,2023-05-15,3,397,2,2,1,1,3,2,5,4,0,2,4,132.33333333333334,0,1,0
5454,0,6,2023-12-05,2023-12-08,2023-12-10,2,989,1,1,1,3,5,2,12,1,0,4,1,197.8,0,1,0
5455,2,4,2023-12-11,2023-12-12,2023-12-17,1,332,0,1,1,1,6,5,12,0,0,4,4,55.333333333333336,0,0,0
5456,4,7,2023-07-08,2023-07-13,2023-07-15,3,1608,2,2,1,5,7,2,7,5,1,3,0,229.71428571428572,1,1,0
5457,5,8,2023-11-04,2023-11-05,2023-11-05,0,256,0,1,0,1,1,0,11,5,1,4,4,256.0,0,0,0
5458,1,4,2023-01-17,2023-01-21,2023-01-26,2,1488,2,1,1,4,9,5,1,1,0,1,0,165.33333333333334,1,1,0
5459,9,0,2024-02-24,2024-02-26,2024-02-27,3,647,0,2,1,2,3,1,2,5,1,1,2,215.66666666666666,0,0,0
5460,2,8,2024-02-10,2024-02-11,2024-02-13,0,541,1,1,1,1,3,2,2,5,1,1,4,180.33333333333334,0,1,0
5461,6,5,2024-04-29,2024-05-03,2024-05-03,0,1255,0,1,0,4,4,0,4,0,0,2,1,313.75,1,0,0
5462,7,6,2024-03-19,2024-03-24,2024-04-01,3,1788,1,2,1,5,13,8,3,1,0,1,3,137.53846153846155,1,1,0
5463,0,3,2023-05-18,2023-05-20,2023-05-20,2,612,0,1,0,2,2,0,5,3,0,2,2,306.0,0,0,0
5464,8,3,2023-02-01,2023-02-06,2023-02-06,0,1653,0,1,0,5,5,0,2,2,0,1,3,330.6,1,0,0
5465,5,4,2024-05-06,2024-05-07,2024-05-10,3,402,0,1,1,1,4,3,5,0,0,2,4,100.5,0,0,0
5466,8,4,2023-10-27,2023-10-29,2023-10-30,3,711,2,1,1,2,3,1,10,4,0,4,2,237.0,0,1,0
5467,6,2,2023-09-21,2023-09-22,2023-09-30,1,526,1,2,1,1,9,8,9,3,0,3,4,58.44444444444444,0,1,0
5468,3,1,2023-10-08,2023-10-12,2023-10-16,3,1268,3,2,1,4,8,4,10,6,1,4,1,158.5,1,1,0
5469,1,4,2023-06-02,2023-06-08,2023-06-13,3,1855,2,1,1,6,11,5,6,4,0,2,3,168.63636363636363,1,1,0
5470,9,2,2023-06-28,2023-07-02,2023-07-02,2,1499,0,1,0,4,4,0,6,2,0,2,0,374.75,1,0,0
5471,0,6,2023-05-07,2023-05-11,2023-05-12,3,1265,0,2,1,4,5,1,5,6,1,2,1,253.0,1,0,0
5472,0,8,2023-03-12,2023-03-18,2023-03-21,3,1835,3,1,1,6,9,3,3,6,1,1,3,203.88888888888889,1,1,0
5473,1,7,2023-06-28,2023-07-03,2023-07-04,0,1642,0,2,1,5,6,1,6,2,0,2,0,273.6666666666667,1,0,0
5474,3,8,2023-01-13,2023-01-15,2023-01-17,0,751,0,0,1,2,4,2,1,4,0,1,2,187.75,0,0,1
5475,0,1,2023-07-13,2023-07-19,2023-07-27,3,1842,1,2,1,6,14,8,7,3,0,3,3,131.57142857142858,1,1,0
5476,8,5,2023-12-07,2023-12-11,2023-12-13,2,1494,0,0,1,4,6,2,12,3,0,4,0,249.0,1,0,1
5477,3,2,2023-07-31,2023-08-04,2023-08-06,4,1377,2,2,1,4,6,2,7,0,0,3,0,229.5,1,1,0
5478,7,5,2024-02-22,2024-02-24,2024-02-24,1,699,0,1,0,2,2,0,2,3,0,1,2,349.5,0,0,0
5479,3,8,2023-06-25,2023-06-29,2023-06-30,0,1480,0,2,1,4,5,1,6,6,1,2,0,296.0,1,0,0
5480,8,2,2024-02-09,2024-02-12,2024-02-14,3,1137,0,1,1,3,5,2,2,4,0,1,1,227.4,1,0,0
5481,9,6,2023-04-18,2023-04-23,2023-04-23,2,1617,0,1,0,5,5,0,4,1,0,2,0,323.4,1,0,0
5482,1,8,2023-02-25,2023-03-02,2023-03-04,3,1653,0,0,1,5,7,2,2,5,1,1,3,236.14285714285714,1,0,1
5483,1,0,2024-05-23,2024-05-27,2024-05-31,1,1453,0,2,1,4,8,4,5,3,0,2,0,181.625,1,0,0
5484,1,9,2023-11-30,2023-12-03,2023-12-04,1,995,0,2,1,3,4,1,11,3,0,4,1,248.75,0,0,0
5485,3,7,2023-11-29,2023-11-30,2023-12-01,3,222,2,1,1,1,2,1,11,2,0,4,4,111.0,0,1,0
5486,1,3,2024-01-22,2024-01-23,2024-01-25,3,282,2,2,1,1,3,2,1,0,0,1,4,94.0,0,1,0
5487,7,3,2023-01-07,2023-01-12,2023-01-18,2,1600,0,0,1,5,11,6,1,5,1,1,0,145.45454545454547,1,0,1
5488,8,7,2024-05-07,2024-05-12,2024-05-13,2,1784,0,2,1,5,6,1,5,1,0,2,3,297.3333333333333,1,0,0
5489,3,7,2024-01-03,2024-01-07,2024-01-09,1,1329,0,1,1,4,6,2,1,2,0,1,0,221.5,1,0,0
5490,0,7,2023-07-08,2023-07-14,2023-07-16,2,1905,0,0,1,6,8,2,7,5,1,3,3,238.125,1,0,1
5491,9,5,2023-12-24,2023-12-25,2023-12-25,3,576,0,1,0,1,1,0,12,6,1,4,2,576.0,0,0,0
5492,3,4,2023-12-15,2023-12-17,2023-12-19,3,709,0,0,1,2,4,2,12,4,0,4,2,177.25,0,0,1
5493,0,4,2024-03-03,2024-03-05,2024-03-09,3,651,1,0,1,2,6,4,3,6,1,1,2,108.5,0,1,1
5494,4,2,2023-02-25,2023-03-01,2023-03-05,1,1270,0,1,1,4,8,4,2,5,1,1,1,158.75,1,0,0
5495,1,5,2023-01-25,2023-01-26,2023-01-27,1,231,2,1,1,1,2,1,1,2,0,1,4,115.5,0,1,0
5496,9,7,2023-02-12,2023-02-17,2023-02-18,3,1509,0,2,1,5,6,1,2,6,1,1,0,251.5,1,0,0
5497,6,5,2023-11-05,2023-11-07,2023-11-10,1,717,1,2,1,2,5,3,11,6,1,4,2,143.4,0,1,0
5498,7,5,2023-05-24,2023-05-25,2023-05-25,2,508,0,1,0,1,1,0,5,2,0,2,4,508.0,0,0,0
5499,1,9,2023-03-05,2023-03-10,2023-03-13,4,1765,2,0,1,5,8,3,3,6,1,1,3,220.625,1,1,1
5500,3,6,2023-06-20,2023-06-24,2023-06-26,0,1461,0,0,1,4,6,2,6,1,0,2,0,243.5,1,0,1
5501,7,4,2023-07-11,2023-07-17,2023-07-17,0,1923,0,1,0,6,6,0,7,1,0,3,3,320.5,1,0,0
5502,2,4,2023-02-07,2023-02-10,2023-02-12,2,937,0,1,1,3,5,2,2,1,0,1,1,187.4,0,0,0
5503,1,9,2023-02-13,2023-02-15,2023-02-16,2,868,0,2,1,2,3,1,2,0,0,1,2,289.3333333333333,0,0,0
5504,7,4,2023-01-06,2023-01-10,2023-01-12,3,1365,0,1,1,4,6,2,1,4,0,1,0,227.5,1,0,0
5505,1,0,2023-07-05,2023-07-06,2023-07-08,0,457,1,1,1,1,3,2,7,2,0,3,4,152.33333333333334,0,1,0
5506,5,2,2023-08-15,2023-08-20,2023-08-24,2,1622,3,2,1,5,9,4,8,1,0,3,0,180.22222222222223,1,1,0
5507,1,7,2023-08-08,2023-08-11,2023-08-15,1,1097,0,0,1,3,7,4,8,1,0,3,1,156.71428571428572,0,0,1
5508,7,3,2024-02-19,2024-02-23,2024-02-23,0,1213,0,1,0,4,4,0,2,0,0,1,1,303.25,1,0,0
5509,6,1,2023-09-13,2023-09-15,2023-09-15,1,794,0,1,0,2,2,0,9,2,0,3,2,397.0,0,0,0
5510,3,6,2024-03-14,2024-03-15,2024-03-17,1,365,2,2,1,1,3,2,3,3,0,1,4,121.66666666666667,0,1,0
5511,2,8,2023-10-12,2023-10-17,2023-10-17,3,1799,0,1,0,5,5,0,10,3,0,4,3,359.8,1,0,0
5512,9,1,2023-08-18,2023-08-20,2023-08-22,1,670,0,0,1,2,4,2,8,4,0,3,2,167.5,0,0,1
5513,3,9,2023-11-14,2023-11-15,2023-11-17,2,421,1,1,1,1,3,2,11,1,0,4,4,140.33333333333334,0,1,0
5514,6,8,2023-06-03,2023-06-09,2023-06-10,3,1988,0,2,1,6,7,1,6,5,1,2,3,284.0,1,0,0
5515,1,8,2024-04-13,2024-04-17,2024-04-17,2,1499,0,1,0,4,4,0,4,5,1,2,0,374.75,1,0,0
5516,7,4,2024-03-23,2024-03-29,2024-04-04,0,1861,0,2,1,6,12,6,3,5,1,1,3,155.08333333333334,1,0,0
5517,7,3,2023-09-24,2023-09-28,2023-09-30,0,1318,2,2,1,4,6,2,9,6,1,3,0,219.66666666666666,1,1,0
5518,2,9,2023-03-02,2023-03-04,2023-03-06,0,633,0,0,1,2,4,2,3,3,0,1,2,158.25,0,0,1
5519,2,3,2023-02-02,2023-02-06,2023-02-06,0,1341,0,1,0,4,4,0,2,3,0,1,0,335.25,1,0,0
5520,8,9,2023-03-27,2023-03-30,2023-04-02,1,1177,0,1,1,3,6,3,3,0,0,1,1,196.16666666666666,1,0,0
5521,4,2,2023-07-30,2023-08-03,2023-08-04,2,1214,0,2,1,4,5,1,7,6,1,3,1,242.8,1,0,0
5522,5,0,2023-10-07,2023-10-11,2023-10-16,0,1481,0,0,1,4,9,5,10,5,1,4,0,164.55555555555554,1,0,1
5523,1,5,2023-01-16,2023-01-21,2023-01-21,1,1571,0,1,0,5,5,0,1,0,0,1,0,314.2,1,0,0
5524,9,1,2023-02-02,2023-02-08,2023-02-10,3,1877,0,0,1,6,8,2,2,3,0,1,3,234.625,1,0,1
5525,2,4,2024-05-08,2024-05-09,2024-05-15,1,583,0,2,1,1,7,6,5,2,0,2,2,83.28571428571429,0,0,0
5526,3,8,2023-06-03,2023-06-06,2023-06-13,3,1166,0,0,1,3,10,7,6,5,1,2,1,116.6,1,0,1
5527,4,7,2024-05-26,2024-05-28,2024-06-03,0,710,2,2,1,2,8,6,5,6,1,2,2,88.75,0,1,0
5528,5,9,2024-01-09,2024-01-10,2024-01-10,2,453,0,1,0,1,1,0,1,1,0,1,4,453.0,0,0,0
5529,2,6,2023-02-15,2023-02-18,2023-02-19,3,912,0,2,1,3,4,1,2,2,0,1,2,228.0,0,0,0
5530,9,3,2023-05-27,2023-06-01,2023-06-05,2,1663,1,0,1,5,9,4,5,5,1,2,3,184.77777777777777,1,1,1
5531,2,9,2024-02-28,2024-03-04,2024-03-06,0,1688,0,0,1,5,7,2,2,2,0,1,3,241.14285714285714,1,0,1
5532,2,0,2023-09-12,2023-09-15,2023-09-16,0,961,0,2,1,3,4,1,9,1,0,3,1,240.25,0,0,0
5533,0,3,2024-01-07,2024-01-09,2024-01-09,3,792,0,1,0,2,2,0,1,6,1,1,2,396.0,0,0,0
5534,9,7,2023-01-13,2023-01-19,2023-01-21,1,1875,1,1,1,6,8,2,1,4,0,1,3,234.375,1,1,0
5535,3,5,2023-11-22,2023-11-25,2023-11-25,2,1078,0,1,0,3,3,0,11,2,0,4,1,359.3333333333333,0,0,0
5536,9,5,2024-02-24,2024-02-27,2024-03-05,2,1193,0,0,1,3,10,7,2,5,1,1,1,119.3,1,0,1
5537,5,9,2023-06-30,2023-07-04,2023-07-04,3,1465,0,1,0,4,4,0,6,4,0,2,0,366.25,1,0,0
5538,9,5,2023-04-16,2023-04-17,2023-04-19,0,236,2,2,1,1,3,2,4,6,1,2,4,78.66666666666667,0,1,0
5539,4,2,2023-01-16,2023-01-21,2023-01-24,2,1553,2,0,1,5,8,3,1,0,0,1,0,194.125,1,1,1
5540,9,8,2023-11-28,2023-12-02,2023-12-08,3,1413,2,0,1,4,10,6,11,1,0,4,0,141.3,1,1,1
5541,7,6,2023-04-09,2023-04-12,2023-04-17,3,996,0,2,1,3,8,5,4,6,1,2,1,124.5,0,0,0
5542,9,4,2023-04-07,2023-04-10,2023-04-13,1,1166,0,2,1,3,6,3,4,4,0,2,1,194.33333333333334,1,0,0
5543,6,4,2023-08-03,2023-08-06,2023-08-11,3,1085,0,2,1,3,8,5,8,3,0,3,1,135.625,0,0,0
5544,4,2,2023-10-28,2023-10-29,2023-10-31,1,555,0,1,1,1,3,2,10,5,1,4,4,185.0,0,0,0
5545,2,5,2024-01-29,2024-02-03,2024-02-06,2,1623,3,1,1,5,8,3,1,0,0,1,0,202.875,1,1,0
5546,9,0,2023-04-18,2023-04-23,2023-04-24,2,1553,0,2,1,5,6,1,4,1,0,2,0,258.8333333333333,1,0,0
5547,7,4,2024-04-24,2024-04-29,2024-04-30,1,1560,0,2,1,5,6,1,4,2,0,2,0,260.0,1,0,0
5548,5,7,2023-07-18,2023-07-22,2023-07-25,3,1488,0,1,1,4,7,3,7,1,0,3,0,212.57142857142858,1,0,0
5549,8,2,2023-08-01,2023-08-03,2023-08-04,1,688,2,1,1,2,3,1,8,1,0,3,2,229.33333333333334,0,1,0
5550,1,5,2024-04-11,2024-04-15,2024-04-17,1,1356,0,1,1,4,6,2,4,3,0,2,0,226.0,1,0,0
5551,6,9,2023-08-07,2023-08-08,2023-08-08,3,397,0,1,0,1,1,0,8,0,0,3,4,397.0,0,0,0
5552,6,1,2023-06-12,2023-06-16,2023-06-16,1,1396,0,1,0,4,4,0,6,0,0,2,0,349.0,1,0,0
5553,1,8,2023-09-28,2023-10-03,2023-10-05,1,1606,0,0,1,5,7,2,9,3,0,3,0,229.42857142857142,1,0,1
5554,6,3,2023-05-25,2023-05-30,2023-06-02,0,1785,3,1,1,5,8,3,5,3,0,2,3,223.125,1,1,0
5555,0,5,2024-04-09,2024-04-12,2024-04-12,1,1121,0,1,0,3,3,0,4,1,0,2,1,373.6666666666667,1,0,0
5556,3,4,2023-01-25,2023-01-29,2023-01-29,1,1374,0,1,0,4,4,0,1,2,0,1,0,343.5,1,0,0
5557,7,2,2023-06-28,2023-07-01,2023-07-01,1,978,0,1,0,3,3,0,6,2,0,2,1,326.0,0,0,0
5558,3,8,2023-07-05,2023-07-10,2023-07-10,2,1593,0,1,0,5,5,0,7,2,0,3,0,318.6,1,0,0
5559,1,6,2024-02-04,2024-02-06,2024-02-07,0,750,0,2,1,2,3,1,2,6,1,1,2,250.0,0,0,0
5560,8,5,2023-08-01,2023-08-03,2023-08-05,2,728,2,2,1,2,4,2,8,1,0,3,2,182.0,0,1,0
5561,5,0,2024-03-10,2024-03-13,2024-03-15,0,931,0,0,1,3,5,2,3,6,1,1,1,186.2,0,0,1
5562,2,6,2023-12-24,2023-12-25,2023-12-26,0,319,0,2,1,1,2,1,12,6,1,4,4,159.5,0,0,0
5563,8,4,2023-11-04,2023-11-05,2023-11-09,3,448,1,0,1,1,5,4,11,5,1,4,4,89.6,0,1,1
5564,6,2,2023-10-16,2023-10-19,2023-10-20,0,1064,0,2,1,3,4,1,10,0,0,4,1,266.0,0,0,0
5565,1,2,2023-10-08,2023-10-13,2023-10-13,2,1694,0,1,0,5,5,0,10,6,1,4,3,338.8,1,0,0
5566,9,5,2023-03-20,2023-03-25,2023-03-25,1,1555,0,1,0,5,5,0,3,0,0,1,0,311.0,1,0,0
5567,1,3,2023-04-20,2023-04-21,2023-04-22,2,248,2,1,1,1,2,1,4,3,0,2,4,124.0,0,1,0
5568,1,7,2024-05-15,2024-05-19,2024-05-19,1,1441,0,1,0,4,4,0,5,2,0,2,0,360.25,1,0,0
5569,0,2,2023-09-29,2023-09-30,2023-09-30,3,569,0,1,0,1,1,0,9,4,0,3,2,569.0,0,0,0
5570,7,4,2023-08-26,2023-08-28,2023-08-30,3,883,1,1,1,2,4,2,8,5,1,3,2,220.75,0,1,0
5571,8,9,2023-05-14,2023-05-17,2023-05-17,1,1099,0,1,0,3,3,0,5,6,1,2,1,366.3333333333333,0,0,0
5572,8,1,2023-02-27,2023-03-05,2023-03-06,4,1880,0,2,1,6,7,1,2,0,0,1,3,268.57142857142856,1,0,0
5573,4,5,2023-07-07,2023-07-13,2023-07-14,2,1863,2,1,1,6,7,1,7,4,0,3,3,266.14285714285717,1,1,0
5574,1,9,2024-01-18,2024-01-19,2024-01-19,1,259,0,1,0,1,1,0,1,3,0,1,4,259.0,0,0,0
5575,7,0,2024-04-19,2024-04-21,2024-04-25,1,664,0,2,1,2,6,4,4,4,0,2,2,110.66666666666667,0,0,0
5576,6,1,2024-02-02,2024-02-04,2024-02-08,3,703,0,1,1,2,6,4,2,4,0,1,2,117.16666666666667,0,0,0
5577,3,0,2023-07-24,2023-07-25,2023-07-27,3,510,1,1,1,1,3,2,7,0,0,3,4,170.0,0,1,0
5578,9,4,2024-05-20,2024-05-24,2024-05-24,1,1463,0,1,0,4,4,0,5,0,0,2,0,365.75,1,0,0
5579,5,1,2023-09-15,2023-09-20,2023-09-24,1,1603,0,1,1,5,9,4,9,4,0,3,0,178.11111111111111,1,0,0
5580,7,2,2023-12-24,2023-12-25,2023-12-25,2,233,0,1,0,1,1,0,12,6,1,4,4,233.0,0,0,0
5581,0,3,2023-10-18,2023-10-20,2023-10-22,0,735,0,0,1,2,4,2,10,2,0,4,2,183.75,0,0,1
5582,7,6,2024-05-09,2024-05-14,2024-05-14,0,1683,0,1,0,5,5,0,5,3,0,2,3,336.6,1,0,0
5583,4,2,2024-02-20,2024-02-25,2024-02-26,3,1598,0,2,1,5,6,1,2,1,0,1,0,266.3333333333333,1,0,0
5584,4,3,2023-03-07,2023-03-10,2023-03-10,1,1067,0,1,0,3,3,0,3,1,0,1,1,355.6666666666667,0,0,0
5585,5,2,2023-01-02,2023-01-08,2023-01-09,2,1838,0,2,1,6,7,1,1,0,0,1,3,262.57142857142856,1,0,0
5586,4,8,2023-12-29,2024-01-02,2024-01-06,2,1472,0,0,1,4,8,4,12,4,0,4,0,184.0,1,0,1
5587,1,7,2023-05-24,2023-05-29,2023-06-01,2,1636,0,1,1,5,8,3,5,2,0,2,0,204.5,1,0,0
5588,6,7,2023-08-05,2023-08-11,2023-08-12,2,1938,2,1,1,6,7,1,8,5,1,3,3,276.85714285714283,1,1,0
5589,6,2,2023-01-13,2023-01-18,2023-01-20,0,1514,0,0,1,5,7,2,1,4,0,1,0,216.28571428571428,1,0,1
5590,0,7,2023-04-16,2023-04-17,2023-04-20,2,498,2,0,1,1,4,3,4,6,1,2,4,124.5,0,1,1
5591,2,8,2023-12-21,2023-12-26,2023-12-28,1,1652,0,0,1,5,7,2,12,3,0,4,3,236.0,1,0,1
5592,3,9,2023-12-06,2023-12-07,2023-12-07,2,355,0,1,0,1,1,0,12,2,0,4,4,355.0,0,0,0
5593,8,2,2024-05-15,2024-05-19,2024-05-21,2,1223,0,0,1,4,6,2,5,2,0,2,1,203.83333333333334,1,0,1
5594,8,9,2023-01-30,2023-01-31,2023-02-07,3,358,0,0,1,1,8,7,1,0,0,1,4,44.75,0,0,1
5595,5,6,2023-06-04,2023-06-05,2023-06-06,0,405,2,1,1,1,2,1,6,6,1,2,4,202.5,0,1,0
5596,2,8,2024-03-16,2024-03-22,2024-03-23,3,1945,0,2,1,6,7,1,3,5,1,1,3,277.85714285714283,1,0,0
5597,1,6,2023-02-03,2023-02-05,2023-02-06,1,697,0,2,1,2,3,1,2,4,0,1,2,232.33333333333334,0,0,0
5598,2,6,2023-03-26,2023-03-31,2023-04-01,2,1730,0,2,1,5,6,1,3,6,1,1,3,288.3333333333333,1,0,0
5599,2,0,2023-10-01,2023-10-02,2023-10-05,4,590,1,2,1,1,4,3,10,6,1,4,2,147.5,0,1,0
5600,1,8,2024-05-26,2024-05-30,2024-06-04,1,1221,0,0,1,4,9,5,5,6,1,2,1,135.66666666666666,1,0,1
5601,2,7,2024-04-05,2024-04-09,2024-04-09,3,1466,0,1,0,4,4,0,4,4,0,2,0,366.5,1,0,0
5602,4,9,2023-09-13,2023-09-19,2023-09-21,1,1849,1,1,1,6,8,2,9,2,0,3,3,231.125,1,1,0
5603,3,2,2023-02-23,2023-02-27,2023-02-27,4,1497,0,1,0,4,4,0,2,3,0,1,0,374.25,1,0,0
5604,4,1,2023-08-10,2023-08-11,2023-08-16,3,549,0,2,1,1,6,5,8,3,0,3,4,91.5,0,0,0
5605,2,3,2024-05-22,2024-05-27,2024-05-27,3,1755,0,1,0,5,5,0,5,2,0,2,3,351.0,1,0,0
5606,7,1,2023-03-30,2023-03-31,2023-04-02,1,382,0,1,1,1,3,2,3,3,0,1,4,127.33333333333333,0,0,0
5607,0,2,2023-05-20,2023-05-21,2023-05-23,3,459,1,1,1,1,3,2,5,5,1,2,4,153.0,0,1,0
5608,4,3,2023-03-30,2023-04-03,2023-04-03,3,1327,0,1,0,4,4,0,3,3,0,1,0,331.75,1,0,0
5609,0,7,2023-10-13,2023-10-15,2023-10-19,1,658,2,2,1,2,6,4,10,4,0,4,2,109.66666666666667,0,1,0
5610,3,7,2023-01-17,2023-01-23,2023-01-29,1,1944,0,2,1,6,12,6,1,1,0,1,3,162.0,1,0,0
5611,2,0,2023-08-20,2023-08-24,2023-08-27,3,1285,2,0,1,4,7,3,8,6,1,3,0,183.57142857142858,1,1,1
5612,8,5,2024-03-10,2024-03-11,2024-03-13,3,290,1,1,1,1,3,2,3,6,1,1,4,96.66666666666667,0,1,0
5613,9,7,2023-08-28,2023-08-29,2023-08-31,1,332,2,2,1,1,3,2,8,0,0,3,4,110.66666666666667,0,1,0
5614,6,5,2023-10-31,2023-11-02,2023-11-03,1,837,0,2,1,2,3,1,10,1,0,4,2,279.0,0,0,0
5615,0,9,2023-03-22,2023-03-26,2023-03-31,2,1319,0,2,1,4,9,5,3,2,0,1,0,146.55555555555554,1,0,0
5616,3,5,2024-01-23,2024-01-29,2024-02-01,1,1859,1,2,1,6,9,3,1,1,0,1,3,206.55555555555554,1,1,0
5617,4,6,2023-02-24,2023-02-25,2023-02-25,3,321,0,1,0,1,1,0,2,4,0,1,4,321.0,0,0,0
5618,1,5,2023-08-09,2023-08-13,2023-08-19,0,1455,2,2,1,4,10,6,8,2,0,3,0,145.5,1,1,0
5619,7,4,2023-06-14,2023-06-15,2023-06-16,1,301,2,1,1,1,2,1,6,2,0,2,4,150.5,0,1,0
5620,6,1,2023-08-26,2023-08-30,2023-09-01,0,1232,1,1,1,4,6,2,8,5,1,3,1,205.33333333333334,1,1,0
5621,8,4,2023-10-16,2023-10-19,2023-10-23,3,1149,3,2,1,3,7,4,10,0,0,4,1,164.14285714285714,1,1,0
5622,1,2,2023-11-18,2023-11-23,2023-11-23,1,1690,0,1,0,5,5,0,11,5,1,4,3,338.0,1,0,0
5623,1,6,2024-03-20,2024-03-21,2024-03-23,0,223,2,2,1,1,3,2,3,2,0,1,4,74.33333333333333,0,1,0
5624,1,2,2024-03-08,2024-03-11,2024-03-11,0,1048,0,1,0,3,3,0,3,4,0,1,1,349.3333333333333,0,0,0
5625,6,2,2023-07-01,2023-07-02,2023-07-04,0,502,0,0,1,1,3,2,7,5,1,3,4,167.33333333333334,0,0,1
5626,3,1,2024-02-25,2024-02-29,2024-03-03,0,1245,0,2,1,4,7,3,2,6,1,1,1,177.85714285714286,1,0,0
5627,7,4,2023-10-04,2023-10-10,2023-10-14,2,1950,0,2,1,6,10,4,10,2,0,4,3,195.0,1,0,0
5628,2,1,2023-09-28,2023-10-04,2023-10-03,3,1528,2,1,1,6,5,-1,9,3,0,3,0,305.6,1,1,0
5629,8,9,2023-03-18,2023-03-23,2023-03-27,1,1632,0,1,1,5,9,4,3,5,1,1,0,181.33333333333334,1,0,0
5630,4,8,2023-12-02,2023-12-04,2023-12-07,0,876,0,1,1,2,5,3,12,5,1,4,2,175.2,0,0,0
5631,1,8,2023-11-22,2023-11-26,2023-11-26,2,1380,0,1,0,4,4,0,11,2,0,4,0,345.0,1,0,0
5632,6,8,2024-03-15,2024-03-18,2024-03-18,1,992,0,1,0,3,3,0,3,4,0,1,1,330.6666666666667,0,0,0
5633,7,4,2023-12-17,2023-12-18,2023-12-19,3,444,0,2,1,1,2,1,12,6,1,4,4,222.0,0,0,0
5634,1,4,2023-09-23,2023-09-28,2023-09-28,2,1515,0,1,0,5,5,0,9,5,1,3,0,303.0,1,0,0
5635,7,2,2023-03-23,2023-03-27,2023-03-28,1,1416,0,2,1,4,5,1,3,3,0,1,0,283.2,1,0,0
5636,1,0,2024-05-24,2024-05-25,2024-05-26,2,251,2,1,1,1,2,1,5,4,0,2,4,125.5,0,1,0
5637,9,2,2023-05-08,2023-05-10,2023-05-12,3,799,1,1,1,2,4,2,5,0,0,2,2,199.75,0,1,0
5638,3,0,2023-03-21,2023-03-27,2023-04-01,0,1820,1,1,1,6,11,5,3,1,0,1,3,165.45454545454547,1,1,0
5639,7,5,2023-02-21,2023-02-22,2023-02-23,0,307,0,2,1,1,2,1,2,1,0,1,4,153.5,0,0,0
5640,5,8,2023-09-19,2023-09-25,2023-09-27,2,1881,0,0,1,6,8,2,9,1,0,3,3,235.125,1,0,1
5641,5,6,2023-10-25,2023-10-29,2023-10-31,1,1358,0,0,1,4,6,2,10,2,0,4,0,226.33333333333334,1,0,1
5642,0,9,2023-01-07,2023-01-12,2023-01-13,2,1611,0,2,1,5,6,1,1,5,1,1,0,268.5,1,0,0
